,date,date_id,wind,desc,temp,baro,hum
1054,"Thursday 28 January 2010, 12.00 — 18.00",1264680000000.0,20,Scattered clouds.,29.0,1015,68
1055,"Thursday 28 January 2010, 18.00 — 00.00",1264701600000.0,9,Passing clouds.,26.0,1016,79
1056,"Friday 29 January 2010, 00.00 — 06.00",1264723200000.0,3,Haze.,24.0,1015,90
1057,"Friday 29 January 2010, 06.00 — 12.00",1264744800000.0,8,Scattered clouds.,28.0,1017,81
1058,"Friday 29 January 2010, 12.00 — 18.00",1264766400000.0,18,Passing clouds.,29.0,1015,59
1059,"Friday 29 January 2010, 18.00 — 00.00",1264788000000.0,9,Passing clouds.,26.0,1016,76
1060,"Saturday 30 January 2010, 00.00 — 06.00",1264809600000.0,3,Haze.,23.0,1015,94
1061,"Saturday 30 January 2010, 06.00 — 12.00",1264831200000.0,6,Fog.,28.0,1016,84
1062,"Saturday 30 January 2010, 12.00 — 18.00",1264852800000.0,20,Passing clouds.,30.0,1014,54
1063,"Saturday 30 January 2010, 18.00 — 00.00",1264874400000.0,10,Passing clouds.,26.0,1016,76
1064,"Sunday 31 January 2010, 00.00 — 06.00",1264896000000.0,0,Clear.,23.0,1015,91
1065,"Sunday 31 January 2010, 06.00 — 12.00",1264917600000.0,7,Haze.,29.0,1017,75
1066,"Sunday 31 January 2010, 12.00 — 18.00",1264939200000.0,16,Passing clouds.,29.0,1014,55
1067,"Sunday 31 January 2010, 18.00 — 00.00",1264960800000.0,7,Passing clouds.,26.0,1016,76
