,date,date_id,wind,desc,temp,baro,hum
526,"Friday 18 September 2009, 12.00 — 18.00",1253275200000.0,12,Passing clouds.,37.0,1006,46
527,"Friday 18 September 2009, 18.00 — 00.00",1253296800000.0,5,Passing clouds.,31.0,1009,68
528,"Saturday 19 September 2009, 00.00 — 06.00",1253318400000.0,1,Partly cloudy.,28.0,1008,73
529,"Saturday 19 September 2009, 06.00 — 12.00",1253340000000.0,5,Partly sunny.,35.0,1009,64
530,"Saturday 19 September 2009, 12.00 — 18.00",1253361600000.0,8,Broken clouds.,37.0,1007,63
531,"Saturday 19 September 2009, 18.00 — 00.00",1253383200000.0,0,Partly cloudy.,27.0,1009,86
532,"Sunday 20 September 2009, 00.00 — 06.00",1253404800000.0,5,Partly cloudy.,25.0,1008,92
533,"Sunday 20 September 2009, 06.00 — 12.00",1253426400000.0,4,Scattered clouds.,34.0,1009,68
534,"Sunday 20 September 2009, 12.00 — 18.00",1253448000000.0,9,Scattered clouds.,35.0,1006,61
535,"Sunday 20 September 2009, 18.00 — 00.00",1253469600000.0,0,Clear.,29.0,1009,85
536,"Monday 21 September 2009, 00.00 — 06.00",1253491200000.0,0,Passing clouds.,28.0,1007,84
537,"Monday 21 September 2009, 06.00 — 12.00",1253512800000.0,3,Scattered clouds.,33.0,1010,70
538,"Monday 21 September 2009, 12.00 — 18.00",1253534400000.0,6,Scattered clouds.,33.0,1007,67
539,"Monday 21 September 2009, 18.00 — 00.00",1253556000000.0,4,Passing clouds.,31.0,1009,75
540,"Tuesday 22 September 2009, 00.00 — 06.00",1253577600000.0,0,Passing clouds.,29.0,1008,85
541,"Tuesday 22 September 2009, 06.00 — 12.00",1253599200000.0,5,Scattered clouds.,34.0,1009,71
542,"Tuesday 22 September 2009, 12.00 — 18.00",1253620800000.0,12,Scattered clouds.,35.0,1006,65
543,"Tuesday 22 September 2009, 18.00 — 00.00",1253642400000.0,2,Passing clouds.,30.0,1008,78
544,"Wednesday 23 September 2009, 00.00 — 06.00",1253664000000.0,0,Passing clouds.,30.0,1008,83
545,"Wednesday 23 September 2009, 06.00 — 12.00",1253685600000.0,7,Scattered clouds.,34.0,1009,72
546,"Wednesday 23 September 2009, 12.00 — 18.00",1253707200000.0,12,Scattered clouds.,36.0,1006,61
547,"Wednesday 23 September 2009, 18.00 — 00.00",1253728800000.0,4,Thunderstorms. Partly cloudy.,32.0,1009,89
548,"Thursday 24 September 2009, 00.00 — 06.00",1253750400000.0,6,Passing clouds.,25.0,1009,90
549,"Thursday 24 September 2009, 06.00 — 12.00",1253772000000.0,12,Scattered clouds.,35.0,1010,66
550,"Thursday 24 September 2009, 12.00 — 18.00",1253793600000.0,11,Passing clouds.,37.0,1007,45
551,"Thursday 24 September 2009, 18.00 — 00.00",1253815200000.0,9,Passing clouds.,32.0,1007,71
552,"Friday 25 September 2009, 00.00 — 06.00",1253836800000.0,0,No weather data available,,0,0
553,"Friday 25 September 2009, 06.00 — 12.00",1253858400000.0,9,Sunny.,35.0,1009,55
554,"Friday 25 September 2009, 12.00 — 18.00",1253880000000.0,10,Scattered clouds.,38.0,1006,44
555,"Friday 25 September 2009, 18.00 — 00.00",1253901600000.0,1,Passing clouds.,28.0,1007,83
556,"Saturday 26 September 2009, 00.00 — 06.00",1253923200000.0,9,Passing clouds.,28.0,1006,79
557,"Saturday 26 September 2009, 06.00 — 12.00",1253944800000.0,15,Scattered clouds.,34.0,1007,66
558,"Saturday 26 September 2009, 12.00 — 18.00",1253966400000.0,7,Broken clouds.,37.0,1004,52
559,"Saturday 26 September 2009, 18.00 — 00.00",1253988000000.0,2,Passing clouds.,32.0,1006,58
560,"Sunday 27 September 2009, 00.00 — 06.00",1254009600000.0,2,Partly cloudy.,30.0,1004,71
561,"Sunday 27 September 2009, 06.00 — 12.00",1254031200000.0,3,Broken clouds.,34.0,1006,69
562,"Sunday 27 September 2009, 12.00 — 18.00",1254052800000.0,8,Broken clouds.,37.0,1003,53
563,"Sunday 27 September 2009, 18.00 — 00.00",1254074400000.0,3,Partly cloudy.,25.0,1006,94
564,"Monday 28 September 2009, 00.00 — 06.00",1254096000000.0,0,Thundershowers. Partly cloudy.,25.0,1004,87
565,"Monday 28 September 2009, 06.00 — 12.00",1254117600000.0,3,Broken clouds.,32.0,1005,81
566,"Monday 28 September 2009, 12.00 — 18.00",1254139200000.0,7,Partly sunny.,34.0,1002,58
567,"Monday 28 September 2009, 18.00 — 00.00",1254160800000.0,0,Passing clouds.,32.0,1004,66
568,"Tuesday 29 September 2009, 00.00 — 06.00",1254182400000.0,8,Passing clouds.,29.0,1003,77
569,"Tuesday 29 September 2009, 06.00 — 12.00",1254204000000.0,15,Partly sunny.,33.0,1004,69
570,"Tuesday 29 September 2009, 12.00 — 18.00",1254225600000.0,11,Broken clouds.,33.0,1002,66
571,"Tuesday 29 September 2009, 18.00 — 00.00",1254247200000.0,9,Partly cloudy.,31.0,1004,82
572,"Wednesday 30 September 2009, 00.00 — 06.00",1254268800000.0,6,Passing clouds.,28.0,1002,84
573,"Wednesday 30 September 2009, 06.00 — 12.00",1254290400000.0,15,Broken clouds.,32.0,1004,64
574,"Wednesday 30 September 2009, 12.00 — 18.00",1254312000000.0,18,Scattered clouds.,33.0,1001,60
575,"Wednesday 30 September 2009, 18.00 — 00.00",1254333600000.0,6,Passing clouds.,32.0,1003,68
576,"Thursday 1 October 2009, 00.00 — 06.00",1254355200000.0,8,Partly cloudy.,28.0,1001,72
577,"Thursday 1 October 2009, 06.00 — 12.00",1254376800000.0,15,Broken clouds.,32.0,1002,60
578,"Thursday 1 October 2009, 12.00 — 18.00",1254398400000.0,15,Partly sunny.,32.0,999,58
579,"Thursday 1 October 2009, 18.00 — 00.00",1254420000000.0,12,Passing clouds.,31.0,1002,63
580,"Friday 2 October 2009, 00.00 — 06.00",1254441600000.0,14,Passing clouds.,30.0,1001,62
581,"Friday 2 October 2009, 06.00 — 12.00",1254463200000.0,18,More clouds than sun.,33.0,1002,59
582,"Friday 2 October 2009, 12.00 — 18.00",1254484800000.0,16,Broken clouds.,34.0,1000,51
583,"Friday 2 October 2009, 18.00 — 00.00",1254506400000.0,0,No weather data available,,0,0
584,"Saturday 3 October 2009, 00.00 — 06.00",1254528000000.0,0,No weather data available,,0,0
585,"Saturday 3 October 2009, 06.00 — 12.00",1254549600000.0,0,No weather data available,,0,0
586,"Saturday 3 October 2009, 12.00 — 18.00",1254571200000.0,0,No weather data available,,0,0
587,"Saturday 3 October 2009, 18.00 — 00.00",1254592800000.0,0,No weather data available,,0,0
588,"Sunday 4 October 2009, 00.00 — 06.00",1254614400000.0,0,No weather data available,,0,0
589,"Sunday 4 October 2009, 06.00 — 12.00",1254636000000.0,0,No weather data available,,0,0
590,"Sunday 4 October 2009, 12.00 — 18.00",1254657600000.0,0,No weather data available,,0,0
591,"Sunday 4 October 2009, 18.00 — 00.00",1254679200000.0,0,No weather data available,,0,0
592,"Monday 5 October 2009, 00.00 — 06.00",1254700800000.0,0,No weather data available,,0,0
593,"Monday 5 October 2009, 06.00 — 12.00",1254722400000.0,0,No weather data available,,0,0
594,"Monday 5 October 2009, 12.00 — 18.00",1254744000000.0,0,No weather data available,,0,0
595,"Monday 5 October 2009, 18.00 — 00.00",1254765600000.0,0,No weather data available,,0,0
596,"Tuesday 6 October 2009, 00.00 — 06.00",1254787200000.0,2,Passing clouds.,28.0,1007,78
597,"Tuesday 6 October 2009, 06.00 — 12.00",1254808800000.0,18,Scattered clouds.,34.0,1008,51
598,"Tuesday 6 October 2009, 12.00 — 18.00",1254830400000.0,12,Partly sunny.,37.0,1004,42
599,"Tuesday 6 October 2009, 18.00 — 00.00",1254852000000.0,8,Passing clouds.,32.0,1007,67
600,"Wednesday 7 October 2009, 00.00 — 06.00",1254873600000.0,8,Passing clouds.,30.0,1007,77
601,"Wednesday 7 October 2009, 06.00 — 12.00",1254895200000.0,12,Scattered clouds.,35.0,1008,59
602,"Wednesday 7 October 2009, 12.00 — 18.00",1254916800000.0,11,Scattered clouds.,38.0,1005,44
603,"Wednesday 7 October 2009, 18.00 — 00.00",1254938400000.0,6,Passing clouds.,32.0,1007,74
604,"Thursday 8 October 2009, 00.00 — 06.00",1254960000000.0,6,Passing clouds.,30.0,1006,82
605,"Thursday 8 October 2009, 06.00 — 12.00",1254981600000.0,9,Passing clouds.,32.0,1008,73
606,"Thursday 8 October 2009, 12.00 — 18.00",1255003200000.0,8,Scattered clouds.,37.0,1005,45
607,"Thursday 8 October 2009, 18.00 — 00.00",1255024800000.0,2,Passing clouds.,32.0,1007,70
608,"Friday 9 October 2009, 00.00 — 06.00",1255046400000.0,0,Passing clouds.,29.0,1006,83
609,"Friday 9 October 2009, 06.00 — 12.00",1255068000000.0,12,Partly sunny.,33.0,1009,69
610,"Friday 9 October 2009, 12.00 — 18.00",1255089600000.0,9,Scattered clouds.,34.0,1006,66
611,"Friday 9 October 2009, 18.00 — 00.00",1255111200000.0,1,Passing clouds.,29.0,1009,75
612,"Saturday 10 October 2009, 00.00 — 06.00",1255132800000.0,0,Partly cloudy.,28.0,1008,83
613,"Saturday 10 October 2009, 06.00 — 12.00",1255154400000.0,3,Broken clouds.,35.0,1010,72
614,"Saturday 10 October 2009, 12.00 — 18.00",1255176000000.0,10,Scattered clouds.,35.0,1008,56
615,"Saturday 10 October 2009, 18.00 — 00.00",1255197600000.0,2,Passing clouds.,31.0,1010,70
616,"Sunday 11 October 2009, 00.00 — 06.00",1255219200000.0,0,Partly cloudy.,30.0,1010,82
617,"Sunday 11 October 2009, 06.00 — 12.00",1255240800000.0,4,Broken clouds.,33.0,1012,73
618,"Sunday 11 October 2009, 12.00 — 18.00",1255262400000.0,11,Scattered clouds.,34.0,1009,58
619,"Sunday 11 October 2009, 18.00 — 00.00",1255284000000.0,4,Passing clouds.,30.0,1012,71
620,"Monday 12 October 2009, 00.00 — 06.00",1255305600000.0,0,Passing clouds.,29.0,1011,81
621,"Monday 12 October 2009, 06.00 — 12.00",1255327200000.0,4,Scattered clouds.,33.0,1013,71
622,"Monday 12 October 2009, 12.00 — 18.00",1255348800000.0,10,Passing clouds.,34.0,1010,57
623,"Monday 12 October 2009, 18.00 — 00.00",1255370400000.0,1,Passing clouds.,32.0,1012,67
624,"Tuesday 13 October 2009, 00.00 — 06.00",1255392000000.0,0,Passing clouds.,29.0,1011,86
625,"Tuesday 13 October 2009, 06.00 — 12.00",1255413600000.0,0,Scattered clouds.,33.0,1013,70
626,"Tuesday 13 October 2009, 12.00 — 18.00",1255435200000.0,9,Scattered clouds.,34.0,1010,60
627,"Tuesday 13 October 2009, 18.00 — 00.00",1255456800000.0,4,Passing clouds.,31.0,1012,76
628,"Wednesday 14 October 2009, 00.00 — 06.00",1255478400000.0,0,Passing clouds.,27.0,1012,84
629,"Wednesday 14 October 2009, 06.00 — 12.00",1255500000000.0,4,Passing clouds.,34.0,1013,68
630,"Wednesday 14 October 2009, 12.00 — 18.00",1255521600000.0,11,Passing clouds.,35.0,1010,52
631,"Wednesday 14 October 2009, 18.00 — 00.00",1255543200000.0,4,Passing clouds.,30.0,1011,71
632,"Thursday 15 October 2009, 00.00 — 06.00",1255564800000.0,0,Passing clouds.,27.0,1011,82
633,"Thursday 15 October 2009, 06.00 — 12.00",1255586400000.0,0,Scattered clouds.,34.0,1013,65
634,"Thursday 15 October 2009, 12.00 — 18.00",1255608000000.0,10,Scattered clouds.,35.0,1010,43
635,"Thursday 15 October 2009, 18.00 — 00.00",1255629600000.0,2,Passing clouds.,30.0,1011,63
636,"Friday 16 October 2009, 00.00 — 06.00",1255651200000.0,1,Haze.,27.0,1011,82
637,"Friday 16 October 2009, 06.00 — 12.00",1255672800000.0,0,Scattered clouds.,33.0,1012,71
638,"Friday 16 October 2009, 12.00 — 18.00",1255694400000.0,9,Scattered clouds.,35.0,1009,51
639,"Friday 16 October 2009, 18.00 — 00.00",1255716000000.0,0,Clear.,30.0,1012,74
640,"Saturday 17 October 2009, 00.00 — 06.00",1255737600000.0,0,Passing clouds.,27.0,1010,85
641,"Saturday 17 October 2009, 06.00 — 12.00",1255759200000.0,1,Haze.,34.0,1012,70
642,"Saturday 17 October 2009, 12.00 — 18.00",1255780800000.0,9,Scattered clouds.,35.0,1009,48
643,"Saturday 17 October 2009, 18.00 — 00.00",1255802400000.0,4,Passing clouds.,31.0,1010,73
644,"Sunday 18 October 2009, 00.00 — 06.00",1255824000000.0,0,Fog.,27.0,1009,85
645,"Sunday 18 October 2009, 06.00 — 12.00",1255845600000.0,4,Fog.,34.0,1011,74
646,"Sunday 18 October 2009, 12.00 — 18.00",1255867200000.0,11,Scattered clouds.,35.0,1008,49
647,"Sunday 18 October 2009, 18.00 — 00.00",1255888800000.0,2,Passing clouds.,31.0,1010,70
648,"Monday 19 October 2009, 00.00 — 06.00",1255910400000.0,0,Passing clouds.,28.0,1010,86
649,"Monday 19 October 2009, 06.00 — 12.00",1255932000000.0,0,Scattered clouds.,33.0,1013,67
650,"Monday 19 October 2009, 12.00 — 18.00",1255953600000.0,9,Scattered clouds.,35.0,1010,51
651,"Monday 19 October 2009, 18.00 — 00.00",1255975200000.0,2,Passing clouds.,31.0,1012,81
652,"Tuesday 20 October 2009, 00.00 — 06.00",1255996800000.0,1,Fog.,27.0,1012,91
653,"Tuesday 20 October 2009, 06.00 — 12.00",1256018400000.0,2,Fog.,33.0,1013,80
654,"Tuesday 20 October 2009, 12.00 — 18.00",1256040000000.0,9,Passing clouds.,36.0,1010,47
655,"Tuesday 20 October 2009, 18.00 — 00.00",1256061600000.0,2,Haze.,31.0,1012,75
656,"Wednesday 21 October 2009, 00.00 — 06.00",1256083200000.0,0,Haze.,27.0,1012,88
657,"Wednesday 21 October 2009, 06.00 — 12.00",1256104800000.0,1,Haze.,34.0,1013,73
658,"Wednesday 21 October 2009, 12.00 — 18.00",1256126400000.0,13,Passing clouds.,35.0,1011,48
659,"Wednesday 21 October 2009, 18.00 — 00.00",1256148000000.0,3,Passing clouds.,30.0,1013,71
660,"Thursday 22 October 2009, 00.00 — 06.00",1256169600000.0,0,Haze.,28.0,1012,87
661,"Thursday 22 October 2009, 06.00 — 12.00",1256191200000.0,2,Fog.,35.0,1014,72
662,"Thursday 22 October 2009, 12.00 — 18.00",1256212800000.0,11,Scattered clouds.,35.0,1012,44
663,"Thursday 22 October 2009, 18.00 — 00.00",1256234400000.0,2,Passing clouds.,30.0,1013,64
664,"Friday 23 October 2009, 00.00 — 06.00",1256256000000.0,0,Passing clouds.,26.0,1012,83
665,"Friday 23 October 2009, 06.00 — 12.00",1256277600000.0,3,Scattered clouds.,33.0,1013,68
666,"Friday 23 October 2009, 12.00 — 18.00",1256299200000.0,13,Passing clouds.,35.0,1010,37
667,"Friday 23 October 2009, 18.00 — 00.00",1256320800000.0,4,Passing clouds.,30.0,1012,63
668,"Saturday 24 October 2009, 00.00 — 06.00",1256342400000.0,1,Haze.,26.0,1010,83
669,"Saturday 24 October 2009, 06.00 — 12.00",1256364000000.0,2,Fog.,34.0,1012,64
670,"Saturday 24 October 2009, 12.00 — 18.00",1256385600000.0,11,Scattered clouds.,35.0,1009,40
671,"Saturday 24 October 2009, 18.00 — 00.00",1256407200000.0,5,Clear.,30.0,1011,59
672,"Sunday 25 October 2009, 00.00 — 06.00",1256428800000.0,0,Passing clouds.,27.0,1010,81
673,"Sunday 25 October 2009, 06.00 — 12.00",1256450400000.0,1,Broken clouds.,33.0,1012,58
674,"Sunday 25 October 2009, 12.00 — 18.00",1256472000000.0,15,Passing clouds.,34.0,1009,48
675,"Sunday 25 October 2009, 18.00 — 00.00",1256493600000.0,5,Passing clouds.,29.0,1012,61
676,"Monday 26 October 2009, 00.00 — 06.00",1256515200000.0,0,Haze.,27.0,1011,78
677,"Monday 26 October 2009, 06.00 — 12.00",1256536800000.0,5,Scattered clouds.,32.0,1013,64
678,"Monday 26 October 2009, 12.00 — 18.00",1256558400000.0,13,Partly sunny.,34.0,1010,50
679,"Monday 26 October 2009, 18.00 — 00.00",1256580000000.0,4,Passing clouds.,30.0,1012,70
680,"Tuesday 27 October 2009, 00.00 — 06.00",1256601600000.0,2,Passing clouds.,27.0,1010,84
681,"Tuesday 27 October 2009, 06.00 — 12.00",1256623200000.0,1,Broken clouds.,31.0,1013,86
682,"Tuesday 27 October 2009, 12.00 — 18.00",1256644800000.0,7,Scattered clouds.,30.0,1011,76
683,"Tuesday 27 October 2009, 18.00 — 00.00",1256666400000.0,2,Passing clouds.,28.0,1012,84
684,"Wednesday 28 October 2009, 00.00 — 06.00",1256688000000.0,0,Thunderstorms. Partly cloudy.,26.0,1010,93
685,"Wednesday 28 October 2009, 06.00 — 12.00",1256709600000.0,0,Light rain. Fog.,27.0,1012,91
686,"Wednesday 28 October 2009, 12.00 — 18.00",1256731200000.0,2,Broken clouds.,30.0,1010,83
687,"Wednesday 28 October 2009, 18.00 — 00.00",1256752800000.0,1,Partly cloudy.,28.0,1012,90
688,"Thursday 29 October 2009, 00.00 — 06.00",1256774400000.0,1,Partly cloudy.,26.0,1011,90
689,"Thursday 29 October 2009, 06.00 — 12.00",1256796000000.0,3,Thunderstorms. Broken clouds.,29.0,1014,87
690,"Thursday 29 October 2009, 12.00 — 18.00",1256817600000.0,8,Partly sunny.,32.0,1011,71
691,"Thursday 29 October 2009, 18.00 — 00.00",1256839200000.0,6,Passing clouds.,28.0,1013,88
692,"Friday 30 October 2009, 00.00 — 06.00",1256860800000.0,0,Passing clouds.,25.0,1012,93
693,"Friday 30 October 2009, 06.00 — 12.00",1256882400000.0,3,Scattered clouds.,32.0,1014,79
694,"Friday 30 October 2009, 12.00 — 18.00",1256904000000.0,16,Scattered clouds.,33.0,1011,69
695,"Friday 30 October 2009, 18.00 — 00.00",1256925600000.0,1,Passing clouds.,29.0,1012,79
696,"Saturday 31 October 2009, 00.00 — 06.00",1256947200000.0,0,Haze.,28.0,1011,87
697,"Saturday 31 October 2009, 06.00 — 12.00",1256968800000.0,8,Scattered clouds.,32.0,1012,79
698,"Saturday 31 October 2009, 12.00 — 18.00",1256990400000.0,14,Broken clouds.,33.0,1010,62
699,"Saturday 31 October 2009, 18.00 — 00.00",1257012000000.0,3,Passing clouds.,29.0,1012,77
700,"Sunday 1 November 2009, 00.00 — 06.00",1257033600000.0,1,Fog.,27.0,1011,88
701,"Sunday 1 November 2009, 06.00 — 12.00",1257055200000.0,0,Fog.,28.0,1013,86
702,"Sunday 1 November 2009, 12.00 — 18.00",1257076800000.0,0,No weather data available,,0,0
703,"Sunday 1 November 2009, 18.00 — 00.00",1257098400000.0,0,No weather data available,,0,0
704,"Monday 2 November 2009, 00.00 — 06.00",1257120000000.0,0,No weather data available,,0,0
705,"Monday 2 November 2009, 06.00 — 12.00",1257141600000.0,22,Scattered clouds.,32.0,1011,67
706,"Monday 2 November 2009, 12.00 — 18.00",1257163200000.0,18,Scattered clouds.,33.0,1010,68
707,"Monday 2 November 2009, 18.00 — 00.00",1257184800000.0,3,Passing clouds.,27.0,1012,90
708,"Tuesday 3 November 2009, 00.00 — 06.00",1257206400000.0,0,Partly cloudy.,25.0,1010,94
709,"Tuesday 3 November 2009, 06.00 — 12.00",1257228000000.0,2,Drizzle. Broken clouds.,31.0,1012,85
710,"Tuesday 3 November 2009, 12.00 — 18.00",1257249600000.0,18,Scattered clouds.,32.0,1009,67
711,"Tuesday 3 November 2009, 18.00 — 00.00",1257271200000.0,2,Passing clouds.,28.0,1012,84
712,"Wednesday 4 November 2009, 00.00 — 06.00",1257292800000.0,0,Passing clouds.,26.0,1010,86
713,"Wednesday 4 November 2009, 06.00 — 12.00",1257314400000.0,7,Broken clouds.,28.0,1012,92
714,"Wednesday 4 November 2009, 12.00 — 18.00",1257336000000.0,9,Broken clouds.,29.0,1009,88
715,"Wednesday 4 November 2009, 18.00 — 00.00",1257357600000.0,4,Thunderstorms. Mostly cloudy.,26.0,1011,97
716,"Thursday 5 November 2009, 00.00 — 06.00",1257379200000.0,5,Light rain. Mostly cloudy.,24.0,1011,100
717,"Thursday 5 November 2009, 06.00 — 12.00",1257400800000.0,5,Drizzle. Broken clouds.,25.0,1011,98
718,"Thursday 5 November 2009, 12.00 — 18.00",1257422400000.0,0,No weather data available,,0,0
719,"Thursday 5 November 2009, 18.00 — 00.00",1257444000000.0,0,No weather data available,,0,0
720,"Friday 6 November 2009, 00.00 — 06.00",1257465600000.0,0,No weather data available,,0,0
721,"Friday 6 November 2009, 06.00 — 12.00",1257487200000.0,0,No weather data available,,0,0
722,"Friday 6 November 2009, 12.00 — 18.00",1257508800000.0,0,No weather data available,,0,0
723,"Friday 6 November 2009, 18.00 — 00.00",1257530400000.0,8,Rain. Mostly cloudy.,24.0,1009,98
724,"Saturday 7 November 2009, 00.00 — 06.00",1257552000000.0,2,Passing clouds.,25.0,1007,95
725,"Saturday 7 November 2009, 06.00 — 12.00",1257573600000.0,5,Rain. More clouds than sun.,25.0,1009,99
726,"Saturday 7 November 2009, 12.00 — 18.00",1257595200000.0,8,Rain. More clouds than sun.,25.0,1007,99
727,"Saturday 7 November 2009, 18.00 — 00.00",1257616800000.0,8,Light rain. Mostly cloudy.,24.0,1009,94
728,"Sunday 8 November 2009, 00.00 — 06.00",1257638400000.0,1,Rain. Mostly cloudy.,24.0,1008,97
729,"Sunday 8 November 2009, 06.00 — 12.00",1257660000000.0,7,Drizzle. More clouds than sun.,28.0,1009,92
730,"Sunday 8 November 2009, 12.00 — 18.00",1257681600000.0,6,More clouds than sun.,28.0,1008,91
731,"Sunday 8 November 2009, 18.00 — 00.00",1257703200000.0,4,Partly cloudy.,26.0,917,95
732,"Monday 9 November 2009, 00.00 — 06.00",1257724800000.0,6,Thunderstorms. Mostly cloudy.,24.0,1009,100
733,"Monday 9 November 2009, 06.00 — 12.00",1257746400000.0,0,No weather data available,,0,0
734,"Monday 9 November 2009, 12.00 — 18.00",1257768000000.0,0,No weather data available,,0,0
735,"Monday 9 November 2009, 18.00 — 00.00",1257789600000.0,0,No weather data available,,0,0
736,"Tuesday 10 November 2009, 00.00 — 06.00",1257811200000.0,0,Passing clouds.,25.0,1006,89
737,"Tuesday 10 November 2009, 06.00 — 12.00",1257832800000.0,0,Broken clouds.,27.0,1007,89
738,"Tuesday 10 November 2009, 12.00 — 18.00",1257854400000.0,9,Broken clouds.,27.0,1005,90
739,"Tuesday 10 November 2009, 18.00 — 00.00",1257876000000.0,2,Passing clouds.,26.0,1006,90
740,"Wednesday 11 November 2009, 00.00 — 06.00",1257897600000.0,0,Passing clouds.,26.0,1005,90
741,"Wednesday 11 November 2009, 06.00 — 12.00",1257919200000.0,0,No weather data available,,0,0
742,"Wednesday 11 November 2009, 12.00 — 18.00",1257940800000.0,0,No weather data available,,0,0
743,"Wednesday 11 November 2009, 18.00 — 00.00",1257962400000.0,0,No weather data available,,0,0
744,"Thursday 12 November 2009, 00.00 — 06.00",1257984000000.0,0,Haze.,23.0,1005,100
745,"Thursday 12 November 2009, 06.00 — 12.00",1258005600000.0,0,No weather data available,,0,0
746,"Thursday 12 November 2009, 12.00 — 18.00",1258027200000.0,10,Scattered clouds.,32.0,1007,69
747,"Thursday 12 November 2009, 18.00 — 00.00",1258048800000.0,11,Passing clouds.,29.0,1010,84
748,"Friday 13 November 2009, 00.00 — 06.00",1258070400000.0,5,Haze.,27.0,1009,92
749,"Friday 13 November 2009, 06.00 — 12.00",1258092000000.0,3,Scattered clouds.,32.0,1012,83
750,"Friday 13 November 2009, 12.00 — 18.00",1258113600000.0,11,Broken clouds.,32.0,1010,69
751,"Friday 13 November 2009, 18.00 — 00.00",1258135200000.0,6,Passing clouds.,29.0,1011,85
752,"Saturday 14 November 2009, 00.00 — 06.00",1258156800000.0,0,Passing clouds.,28.0,1010,91
753,"Saturday 14 November 2009, 06.00 — 12.00",1258178400000.0,6,Broken clouds.,30.0,1011,84
754,"Saturday 14 November 2009, 12.00 — 18.00",1258200000000.0,11,Thunderstorms. More clouds than sun.,28.0,1008,95
755,"Saturday 14 November 2009, 18.00 — 00.00",1258221600000.0,1,Thunderstorms. Mostly cloudy.,25.0,866,85
756,"Sunday 15 November 2009, 00.00 — 06.00",1258243200000.0,0,Light rain. Partly cloudy.,25.0,1009,97
757,"Sunday 15 November 2009, 06.00 — 12.00",1258264800000.0,4,Light rain. More clouds than sun.,25.0,1010,99
758,"Sunday 15 November 2009, 12.00 — 18.00",1258286400000.0,9,Drizzle. Broken clouds.,25.0,1008,94
759,"Sunday 15 November 2009, 18.00 — 00.00",1258308000000.0,1,Light rain. Partly cloudy.,25.0,1009,96
760,"Monday 16 November 2009, 00.00 — 06.00",1258329600000.0,0,Partly cloudy.,24.0,1008,97
761,"Monday 16 November 2009, 06.00 — 12.00",1258351200000.0,1,Broken clouds.,26.0,1010,92
762,"Monday 16 November 2009, 12.00 — 18.00",1258372800000.0,6,Broken clouds.,30.0,1008,76
763,"Monday 16 November 2009, 18.00 — 00.00",1258394400000.0,7,Passing clouds.,28.0,1010,84
764,"Tuesday 17 November 2009, 00.00 — 06.00",1258416000000.0,8,Passing clouds.,27.0,1009,92
765,"Tuesday 17 November 2009, 06.00 — 12.00",1258437600000.0,2,Scattered clouds.,31.0,1011,80
766,"Tuesday 17 November 2009, 12.00 — 18.00",1258459200000.0,8,Scattered clouds.,31.0,1009,75
767,"Tuesday 17 November 2009, 18.00 — 00.00",1258480800000.0,1,Passing clouds.,29.0,1010,86
768,"Wednesday 18 November 2009, 00.00 — 06.00",1258502400000.0,0,Passing clouds.,27.0,1010,93
769,"Wednesday 18 November 2009, 06.00 — 12.00",1258524000000.0,3,Scattered clouds.,30.0,1012,87
770,"Wednesday 18 November 2009, 12.00 — 18.00",1258545600000.0,5,Scattered clouds.,28.0,1010,91
771,"Wednesday 18 November 2009, 18.00 — 00.00",1258567200000.0,0,Passing clouds.,26.0,1012,93
772,"Thursday 19 November 2009, 00.00 — 06.00",1258588800000.0,0,Passing clouds.,25.0,1011,97
773,"Thursday 19 November 2009, 06.00 — 12.00",1258610400000.0,4,Scattered clouds.,31.0,1013,85
774,"Thursday 19 November 2009, 12.00 — 18.00",1258632000000.0,8,Scattered clouds.,31.0,1011,80
775,"Thursday 19 November 2009, 18.00 — 00.00",1258653600000.0,5,Passing clouds.,27.0,1013,90
776,"Friday 20 November 2009, 00.00 — 06.00",1258675200000.0,0,Haze.,26.0,1013,94
777,"Friday 20 November 2009, 06.00 — 12.00",1258696800000.0,5,Scattered clouds.,31.0,1015,86
778,"Friday 20 November 2009, 12.00 — 18.00",1258718400000.0,15,Scattered clouds.,31.0,1013,74
779,"Friday 20 November 2009, 18.00 — 00.00",1258740000000.0,4,Passing clouds.,27.0,1015,91
780,"Saturday 21 November 2009, 00.00 — 06.00",1258761600000.0,1,Passing clouds.,26.0,1013,94
781,"Saturday 21 November 2009, 06.00 — 12.00",1258783200000.0,7,Scattered clouds.,29.0,1015,86
782,"Saturday 21 November 2009, 12.00 — 18.00",1258804800000.0,12,Scattered clouds.,30.0,1012,81
783,"Saturday 21 November 2009, 18.00 — 00.00",1258826400000.0,6,Passing clouds.,27.0,1014,92
784,"Sunday 22 November 2009, 00.00 — 06.00",1258848000000.0,1,Passing clouds.,26.0,1013,94
785,"Sunday 22 November 2009, 06.00 — 12.00",1258869600000.0,9,Scattered clouds.,30.0,1014,85
786,"Sunday 22 November 2009, 12.00 — 18.00",1258891200000.0,18,Passing clouds.,31.0,1012,69
787,"Sunday 22 November 2009, 18.00 — 00.00",1258912800000.0,5,Passing clouds.,28.0,1014,89
788,"Monday 23 November 2009, 00.00 — 06.00",1258934400000.0,0,Haze.,26.0,1013,98
789,"Monday 23 November 2009, 06.00 — 12.00",1258956000000.0,7,Scattered clouds.,30.0,1015,86
